"County Name","District Name","School Name","BEDS CODE",Enrollment,"School Type","Homicide with weapon(s)","Homicide Without Weapon(s)","Focible Sex Offense With Weapon(s)","Forcible Sex Offenses Without Weapon(s)","Other Sex offenses With Weapon(s)","Other Sex offenses Without Weapon(s)","Robbery With Weapon(s)","Robbery Without Weapon(s)","Assault With Serious Physical Injury With Weapon(s)","Assault With Serious Physical Injury Without Weapon(s)","Arson With Weapon(s)","Kidnapping With Weapon(s)","Kidnapping Without Weapon(s)","Assault with Physical Injury With Weapon(s)","Assault with Physical Injury Without Weapon(s)","Reckless Endangerment With Weapon(s)","Reckless Endangerment Without Weapon(s)","Minor Altercations With Weapon(s)","Minor Altercations Without Weapon(s)","Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)","Burglary With Weapon(s)","Burglary Without Weapon(s)","Criminal Mischief With Weapon(s)","Criminal Mischief Without Weapon(s)","Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)","Bomb Threat","False Alarm","Riot With Weapon(s)","Riot Without Weapon(s)","Weapon Possession Through Screening","Weapon Possession Under Other Circumstances","Use Possession or Sale of Drugs","Use Possession or Sale of Alcohol","Other Disruptive Incidents"
COLUMBIA,"Taconic Hills Central School District","Taconic Hills Middle School",100501040005,496,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,24
CORTLAND,"Cincinnatus Central School District","Cincinnatus Elementary School",110101040001,281,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CORTLAND,"Cincinnatus Central School District","Cincinnatus High School",110101040002,185,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
CORTLAND,"Cincinnatus Central School District","Cincinnatus Middle School",110101040003,198,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,22
CORTLAND,"Cortland City School District","Alton B Parker School",110200010008,317,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
CORTLAND,"Cortland City School District","Cortland Junior-Senior High School",110200010011,1321,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,67,0,66,0,0,0,2,0,17,0,1,0,0,0,4,10,3,241
CORTLAND,"Cortland City School District","F E Smith School",110200010010,297,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
CORTLAND,"Cortland City School District","Franklyn S Barry School",110200010003,426,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,1,0,1,0,0,0,0,0,3,0,0,11
CORTLAND,"Cortland City School District","Randall School",110200010009,309,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,6
CORTLAND,"Cortland City School District","Virgil Elementary School",110200010004,128,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORTLAND,"Homer Central School District","Hartnett Elementary School",110701060005,116,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
CORTLAND,"Homer Central School District","Homer Elementary School",110701060002,392,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORTLAND,"Homer Central School District","Homer Intermediate School",110701060003,595,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
CORTLAND,"Homer Central School District","Homer Junior High School",110701060006,380,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
CORTLAND,"Homer Central School District","Homer Senior High School",110701060001,743,Public,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,23,0,0,0,0,0,3,5,4,15
CORTLAND,"Marathon Central School District","Marathon High School",110901040001,486,Public,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,4,0,10,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,74
CORTLAND,"Marathon Central School District","William Appleby Elementary School",110901040002,443,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
CORTLAND,"Mcgraw Central School District","Mcgraw Elementary School",110304040001,297,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,19
CORTLAND,"Mcgraw Central School District","Mcgraw High School",110304040002,282,Public,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,15,0,9,0,0,0,2,0,2,0,0,0,0,0,1,3,0,71
DELAWARE,"Andes Central School District","Andes Central School",120102040001,139,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DELAWARE,"Charlotte Valley Central School District","Charlotte Valley School",120401040001,422,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0
DELAWARE,"Delhi Central School District","Abraham Kellogg Elementary School",120501040003,44,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DELAWARE,"Delhi Central School District","Delaware Academy High School",120501040002,356,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,3,55
DELAWARE,"Delhi Central School District","Delhi Elementary School",120501040001,296,Public,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELAWARE,"Delhi Central School District","Delhi Middle School",120501040004,211,Public,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,16,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,17
DELAWARE,"Downsville Central School District","Downsville Central School",120301040001,346,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,74
DELAWARE,"Franklin Central School District","Franklin Central School",120701040001,289,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,10,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
DELAWARE,"Hancock Central School District","Hancock Elementary School",120906040001,162,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELAWARE,"Hancock Central School District","Hancock Junior-Senior High School",120906040002,301,Public,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27
DELAWARE,"Margaretville Central School District","Margaretville Central School",121401040001,495,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,15,0,0,0,26,0,4,0,0,0,0,0,0,0,0,12
DELAWARE,"Roxbury Central School District","Roxbury Central School",121502040001,334,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,13,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,2,19
DELAWARE,"Sidney Central School District","Sidney Elementary School",121601060002,461,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
DELAWARE,"Sidney Central School District","Sidney High School",121601060006,395,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,1
DELAWARE,"Sidney Central School District","Sidney Middle School",121601060005,314,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,3,0,0,0,1,0,0,0,0,0,0,0,1,2,0,38
DELAWARE,"South Kortright Central School District","South Kortright Central School",121702040001,338,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27
DELAWARE,"Stamford Central School District","Stamford Central School",121701040001,445,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1
DELAWARE,"Walton Central School District","Townsend Elementary School",121901040001,484,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
DELAWARE,"Walton Central School District","Walton High School",121901040002,390,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,13,0,10,0,0,1,1,0,1,0,0,0,0,0,0,0,0,28
DELAWARE,"Walton Central School District","Walton Middle School",121901040003,268,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,19,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,33
DUTCHESS,"Arlington Central School District","Arlington High School",131601060008,3418,Public,0,0,0,0,0,3,1,0,0,0,2,0,0,1,7,0,7,1,86,1,27,0,2,0,11,0,47,0,1,0,1,0,12,10,8,185
DUTCHESS,"Arlington Central School District","Arlington Middle School",131601060007,596,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,75,1,16,0,0,0,2,0,5,0,0,0,0,0,3,2,0,47
DUTCHESS,"Arlington Central School District","Arthur S May School",131601060001,511,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Arlington Central School District","Beekman School",131601060002,582,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Arlington Central School District","Lagrange Elementary School",131601060003,516,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Arlington Central School District","Lagrange Middle School",131601060012,884,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,1,0,0,0,2,0,6,0,0,0,0,0,0,0,0,14
DUTCHESS,"Arlington Central School District","Noxon Road Elementary School",131601060011,396,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Arlington Central School District","Overlook Primary School",131601060004,391,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Arlington Central School District","Titusville Intermediate",131601060013,461,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Arlington Central School District","Traver Road Primary School",131601060005,390,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Arlington Central School District","Union Vale Middle School",131601060015,1010,Public,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,66,0,5,0,0,0,1,0,2,0,0,0,0,0,2,0,0,43
DUTCHESS,"Arlington Central School District","Vail Farm Elementary School",131601060014,745,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DUTCHESS,"Arlington Central School District","West Road/D'Aquannis Intermediate School",131601060010,421,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Beacon City School District","Beacon High School",130200010005,1120,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,12,0,28,0,0,0,0,0,2,0,0,0,0,0,3,1,1,68
DUTCHESS,"Beacon City School District","Glenham School",130200010003,386,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
DUTCHESS,"Beacon City School District","J V Forrestal Elementary School",130200010001,413,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Beacon City School District","Rombout Middle School",130200010004,794,Public,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,38,0,13,0,0,0,3,0,5,0,1,0,0,0,0,0,0,79
DUTCHESS,"Beacon City School District","Sargent School",130200010006,326,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Beacon City School District","South Avenue School",130200010002,445,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
DUTCHESS,"Dover Union Free School District","Dover Elementary School",130502020002,339,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,8,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,1,5
DUTCHESS,"Dover Union Free School District","Dover High School",130502020003,602,Public,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,1,21
DUTCHESS,"Dover Union Free School District","Dover Middle School",130502020004,384,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9
DUTCHESS,"Dover Union Free School District","Wingdale Elementary School",130502020001,372,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DUTCHESS,"Hyde Park Central School District","Franklin D Roosevelt Senior High School",130801060007,1528,Public,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,24,0,31,0,0,0,4,0,4,1,0,0,0,0,3,11,5,253
DUTCHESS,"Hyde Park Central School District","Haviland Middle School",130801060006,1064,Public,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,77,1,77,0,0,0,2,0,6,0,1,0,0,0,1,0,0,265
DUTCHESS,"Hyde Park Central School District","Hyde Park Elementary School",130801060001,278,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
DUTCHESS,"Hyde Park Central School District","Netherwood School",130801060002,465,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
DUTCHESS,"Hyde Park Central School District","North Park Elementary School",130801060008,404,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
DUTCHESS,"Hyde Park Central School District","Ralph R Smith School",130801060003,369,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
DUTCHESS,"Hyde Park Central School District","Violet Avenue School",130801060005,356,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DUTCHESS,"Millbrook Central School District","Alden Place Elementary School",132201040002,263,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Millbrook Central School District","Elm Drive Elementary School",132201040003,236,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Millbrook Central School District","Millbrook High School",132201040005,403,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,5,0,0,0,0,0,1,0,0,69
DUTCHESS,"Millbrook Central School District","Millbrook Middle School",132201040001,291,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,12,0,0,0,1,0,7,0,0,0,0,0,1,0,0,40
DUTCHESS,"Northeast Central School District","Amenia Elementary School",131101040001,167,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Northeast Central School District","Eugene Brooks Middle School",131101040007,211,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66
DUTCHESS,"Northeast Central School District","Millerton Elementary School",131101040003,17,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Northeast Central School District","Webutuck Elementary School",131101040006,190,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
DUTCHESS,"Northeast Central School District","Webutuck High School",131101040004,298,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,6,0,4,0,0,0,0,0,0,2,0,110
DUTCHESS,"Pawling Central School District","Pawling Elementary School",131201040001,552,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
DUTCHESS,"Pawling Central School District","Pawling High School",131201040002,452,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DUTCHESS,"Pawling Central School District","Pawling Middle School",131201040003,424,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
DUTCHESS,"Pine Plains Central School District","Cold Spring Elementary School",131301040003,183,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DUTCHESS,"Pine Plains Central School District","Seymour Smith Elementary School",131301040001,334,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,81,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Pine Plains Central School District","Stissing Mountain High School",131301040002,449,Public,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,3,62
DUTCHESS,"Pine Plains Central School District","Stissing Mountain Middle School",131301040004,314,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,52
DUTCHESS,"Poughkeepsie City School District","Circle Of Courage Learning Center",131500010014,48,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DUTCHESS,"Poughkeepsie City School District","Columbus School",131500010013,272,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13
DUTCHESS,"Poughkeepsie City School District","G W Krieger School",131500010006,593,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,18,0,0,0,9,0,0,0,0,0,0,0,2,0,0,33
DUTCHESS,"Poughkeepsie City School District","Gov George Clinton School",131500010003,407,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Poughkeepsie City School District","Morse Young Child Magnet School",131500010009,475,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Poughkeepsie City School District","Poughkeepsie High School",131500010010,1278,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,0,18,0,63,0,36,0,0,0,11,0,8,1,0,0,0,0,10,6,2,455
DUTCHESS,"Poughkeepsie City School District","Poughkeepsie Middle School",131500010011,907,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,1,0,0,0,3,0,10,0,0,0,0,0,4,0,4,407
DUTCHESS,"Poughkeepsie City School District","W W Smith School",131500010007,292,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32
DUTCHESS,"Poughkeepsie City School District","Warring Magnet Academy Of Science And Technology",131500010001,388,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,33,0,4,0,0,0,0,0,0,0,1,0,0,0,3,0,0,12
DUTCHESS,"Red Hook Central School District","Linden Avenue Middle School",131701060004,579,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,24
DUTCHESS,"Red Hook Central School District","Mill Road-Intermediate Grades",131701060006,503,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Red Hook Central School District","Mill Road-Primary Grades",131701060008,491,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Red Hook Central School District","Red Hook Senior High School",131701060002,745,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,23,0,0,0,0,0,13,0,0,0,0,0,2,1,0,42
DUTCHESS,"Rhinebeck Central School District","Bulkeley Middle School",131801040003,304,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,9,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
DUTCHESS,"Rhinebeck Central School District","Chancellor Livingston Elementary School",131801040002,532,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Rhinebeck Central School District","Rhinebeck Senior High School",131801040001,412,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,7,0,0,0,0,0,1,0,0,0,0,0,0,5,0,43
DUTCHESS,"Spackenkill Union Free School District","Hagan School",131602020001,508,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DUTCHESS,"Spackenkill Union Free School District","Nassau School",131602020003,238,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Spackenkill Union Free School District","Orville A Todd Middle School",131602020004,425,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,2,0,0,0,0,0,2,0,0,52
DUTCHESS,"Spackenkill Union Free School District","Spackenkill High School",131602020005,630,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,35
DUTCHESS,"Wappingers Central School District","Brinckerhoff Elementary School",132101060001,605,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Wappingers Central School District","Fishkill Elementary School",132101060002,472,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Wappingers Central School District","Fishkill Plains Elementary School",132101060003,626,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Wappingers Central School District","Gayhead School",132101060004,1042,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DUTCHESS,"Wappingers Central School District","James S Evans Elementary School",132101060005,323,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
DUTCHESS,"Wappingers Central School District","John Jay Senior High School",132101060015,2128,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,49,0,12,0,0,0,0,0,10,0,0,0,0,0,3,6,0,117
DUTCHESS,"Wappingers Central School District","Kinry Road Elementary School",132101060006,487,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
DUTCHESS,"Wappingers Central School District","Myers Corners School",132101060013,923,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,62
DUTCHESS,"Wappingers Central School District","Oak Grove Elementary School",132101060012,453,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Wappingers Central School District","Orchard View Alternative High School",132101060016,52,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
DUTCHESS,"Wappingers Central School District","Roy C Ketcham Senior High School",132101060011,1994,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,7,0,0,0,2,0,14,0,0,0,0,0,3,5,5,124
DUTCHESS,"Wappingers Central School District","Sheafe Road Elementary School",132101060008,534,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Wappingers Central School District","Van Wyck Junior High School",132101060009,1467,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,32,0,0,0,9,0,9,0,0,0,0,0,6,5,0,115
DUTCHESS,"Wappingers Central School District","Vassar Road Elementary School",132101060007,429,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUTCHESS,"Wappingers Central School District","Wappingers Falls Junior High School",132101060010,969,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,13,0,0,0,0,0,6,0,0,0,0,0,4,1,0,105
