"County Name","District Name","School Name","BEDS CODE",Enrollment,"School Type","Homicide with weapon(s)","Homicide Without Weapon(s)","Focible Sex Offense With Weapon(s)","Forcible Sex Offenses Without Weapon(s)","Other Sex offenses With Weapon(s)","Other Sex offenses Without Weapon(s)","Robbery With Weapon(s)","Robbery Without Weapon(s)","Assault With Serious Physical Injury With Weapon(s)","Assault With Serious Physical Injury Without Weapon(s)","Arson With Weapon(s)","Kidnapping With Weapon(s)","Kidnapping Without Weapon(s)","Assault with Physical Injury With Weapon(s)","Assault with Physical Injury Without Weapon(s)","Reckless Endangerment With Weapon(s)","Reckless Endangerment Without Weapon(s)","Minor Altercations With Weapon(s)","Minor Altercations Without Weapon(s)","Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)","Burglary With Weapon(s)","Burglary Without Weapon(s)","Criminal Mischief With Weapon(s)","Criminal Mischief Without Weapon(s)","Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)","Bomb Threat","False Alarm","Riot With Weapon(s)","Riot Without Weapon(s)","Weapon Possession Through Screening","Weapon Possession Under Other Circumstances","Use Possession or Sale of Drugs","Use Possession or Sale of Alcohol","Other Disruptive Incidents"
MONROE,"Rochester City School District","School 19-Dr Charles T Lunsford",261600010019,336,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,48
MONROE,"Rochester City School District","School 1-Martin B Anderson",261600010001,347,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8
MONROE,"Rochester City School District","School 20-Henry Lomb School",261600010020,323,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MONROE,"Rochester City School District","School 22-Lincoln School",261600010022,495,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,66
MONROE,"Rochester City School District","School 23-Francis Parker",261600010023,341,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
MONROE,"Rochester City School District","School 25-Nathaniel Hawthorne",261600010025,344,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,"Rochester City School District","School 28-Henry Hudson",261600010028,639,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,39,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,73
MONROE,"Rochester City School District","School 29-Adlai E Stevenson",261600010029,438,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
MONROE,"Rochester City School District","School 2-Clara Barton",261600010002,332,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MONROE,"Rochester City School District","School 30-General Elwell S Otis",261600010030,434,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14
MONROE,"Rochester City School District","School 33-Audubon",261600010033,1126,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,175
MONROE,"Rochester City School District","School 34-Dr Louis A Cerulli",261600010034,449,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
MONROE,"Rochester City School District","School 35-Pinnacle",261600010035,451,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,9,0,20,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,6
MONROE,"Rochester City School District","School 36-Henry W Longfellow",261600010036,387,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MONROE,"Rochester City School District","School 39-Andrew J Townson",261600010039,615,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,19,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,83
MONROE,"Rochester City School District","School 3-Nathaniel Rochester",261600010003,686,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,71,0,17,0,0,0,0,0,0,0,0,0,0,0,3,4,0,169
MONROE,"Rochester City School District","School 41-Kodak Park",261600010041,553,Public,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,42,1,7,0,0,0,2,0,0,0,1,0,0,1,0,0,0,28
MONROE,"Rochester City School District","School 42-Abelard Reynolds",261600010042,487,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
MONROE,"Rochester City School District","School 43-Theodore Roosevelt",261600010043,585,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,8,2,23,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MONROE,"Rochester City School District","School 44-Lincoln Park",261600010044,304,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
MONROE,"Rochester City School District","School 45-Mary Mcleod Bethune",261600010045,692,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MONROE,"Rochester City School District","School 46-Charles Carroll",261600010046,351,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,17,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,30
MONROE,"Rochester City School District","School 4-George Mather Forbes",261600010004,399,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,12
MONROE,"Rochester City School District","School 50-Helen Barrett Montgomery",261600010050,556,Public,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,1,32,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,25
MONROE,"Rochester City School District","School 52-Frank Fowler Dow",261600010052,351,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
MONROE,"Rochester City School District","School 54-Flower City Community School",261600010054,232,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
MONROE,"Rochester City School District","School 57-Early Childhood School",261600010057,201,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
MONROE,"Rochester City School District","School 58-World Of Inquiry School",261600010058,299,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MONROE,"Rochester City School District","School 5-John Williams",261600010005,543,Public,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,22,0,6,0,0,0,3,0,0,0,1,0,0,0,1,0,0,32
MONROE,"Rochester City School District","School 6-Dag Hammarskjold",261600010006,328,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,0,0,0,0,0,1,0,0,0,0,1,1,0,0,17
MONROE,"Rochester City School District","School 7-Virgil Grissom",261600010007,601,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,1,27,0,0,0,0,0,0,0,1,0,0,0,3,0,0,24
MONROE,"Rochester City School District","School 8-Roberto Clemente",261600010008,571,Public,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,33,0,95,0,73,0,1,0,0,0,5,1,0,0,0,1,3,0,0,55
MONROE,"Rochester City School District","School 9-Dr Martin Luther King Jr",261600010009,677,Public,0,0,0,0,0,2,0,0,0,1,0,0,0,0,6,0,1,0,29,0,6,0,0,0,1,0,0,0,1,0,0,2,5,0,0,57
MONROE,"Rochester City School District","School For Business, Finance And Entrepreneurship At Edison",261600010081,398,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,193
MONROE,"Rochester City School District","School Of Engineering And Manufacturing At Edison",261600010082,393,Public,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,4,0,15,0,23,0,0,0,1,0,11,0,0,0,0,1,1,2,0,406
MONROE,"Rochester City School District","School Of Imaging And Information Technology At Edison",261600010094,459,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,273
MONROE,"Rochester City School District","School Of The Arts",261600010074,1152,Public,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,5,0,13,0,3,0,0,1,2,0,0,0,0,0,1,0,3,5,0,158
MONROE,"Rochester City School District","School Without Walls",261600010069,375,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52
MONROE,"Rochester City School District","Skilled Trades At Edison",261600010083,354,Public,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,15,0,1,1,10,0,1,0,0,0,0,1,3,2,1,258
MONROE,"Rochester City School District","Thomas Jefferson High School",261600010063,1145,Public,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,1,0,39,1,18,0,1,0,0,0,2,0,0,0,0,1,3,2,0,205
MONROE,"Rush-Henrietta Central School District","Charles H Roth Middle School",261701060014,847,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,0,19,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2
MONROE,"Rush-Henrietta Central School District","David B Crane Elementary School",261701060005,455,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MONROE,"Rush-Henrietta Central School District","Emma E Sherman Elementary School",261701060012,490,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MONROE,"Rush-Henrietta Central School District","Ethel K Fyle Elementary School",261701060002,438,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
MONROE,"Rush-Henrietta Central School District","Floyd S Winslow Elementary School",261701060006,472,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MONROE,"Rush-Henrietta Central School District","Henry V Burger Middle School",261701060015,533,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,21,0,0,0,3,0,6,3,0,0,0,0,0,1,1,9
MONROE,"Rush-Henrietta Central School District","Monica B Leary Elementary School",261701060004,495,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MONROE,"Rush-Henrietta Central School District","Ninth Grade Academy",261701060009,500,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,13,0,9,0,0,0,0,0,14,0,0,0,0,0,0,5,0,2
MONROE,"Rush-Henrietta Central School District","Rush-Henrietta Senior High School",261701060013,1505,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,4,0,36,0,34,0,0,0,6,0,6,2,0,0,0,0,1,17,6,29
MONROE,"Spencerport Central School District","A M Cosgrove Middle School",261001060005,1000,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,8,0,16,0,0,1,0,0,2,0,0,0,0,0,2,1,0,29
MONROE,"Spencerport Central School District","Canal View Elementary School",261001060007,429,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,"Spencerport Central School District","Leo Bernabi School",261001060003,400,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
MONROE,"Spencerport Central School District","Spencerport High School",261001060001,1516,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,23,0,10,0,0,0,4,0,0,0,0,0,0,0,1,0,2,4
MONROE,"Spencerport Central School District","Terry Taylor Elementary School",261001060006,509,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
MONROE,"Spencerport Central School District","William C Munn School",261001060002,391,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MONROE,"Webster Central School District","Dewitt Road Elementary School",261901060002,500,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,"Webster Central School District","Klem Road North Elementary School",261901060003,561,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,"Webster Central School District","Klem Road South Elementary School",261901060013,535,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,"Webster Central School District","Plank Road North Elementary School",261901060004,516,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
MONROE,"Webster Central School District","Plank Road South Elementary School",261901060011,493,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,"Webster Central School District","Schlegel Road Elementary School",261901060014,534,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MONROE,"Webster Central School District","Spry Middle School",261901060007,1045,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,25,0,10,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1
MONROE,"Webster Central School District","State Road Elementary School",261901060006,569,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MONROE,"Webster Central School District","Thomas High School",261901060015,1465,Public,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,1,0,6,0,0,0,0,0,1,3,4,25
MONROE,"Webster Central School District","Webster-Schroeder High School",261901060009,1573,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,58,0,11,0,0,0,0,0,2,0,0,0,0,0,1,2,3,19
MONROE,"Webster Central School District","Willink Middle School",261901060010,1050,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9
MONROE,"West Irondequoit Central School District","Briarwood School",260803060001,125,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MONROE,"West Irondequoit Central School District","Brookview School",260803060012,152,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,6
MONROE,"West Irondequoit Central School District","Colebrook School",260803060009,158,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,"West Irondequoit Central School District","Dake Junior High School",260803060002,656,Public,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,2,0,0,0,0,0,0,1,1,12
MONROE,"West Irondequoit Central School District","Irondequoit High School",260803060005,1410,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,5,0,0,0,0,0,23,0,0,0,0,0,1,3,9,0
MONROE,"West Irondequoit Central School District","Iroquois Middle School",260803060003,380,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1
MONROE,"West Irondequoit Central School District","Listwood School",260803060014,154,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
MONROE,"West Irondequoit Central School District","Rogers Middle School",260803060004,476,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3
MONROE,"West Irondequoit Central School District","Seneca School",260803060007,182,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,"West Irondequoit Central School District","Southlawn School",260803060011,256,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
MONROE,"Wheatland-Chili Central School District","T J Connor Elementary School",262001040004,329,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE,"Wheatland-Chili Central School District","Wheatland Chili High School",262001040003,473,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,20,0,14,0,0,0,1,0,0,0,0,0,0,0,3,2,1,136
